"Object","Close-Approach (CA) Date","CA DistanceNominal (au)","CA DistanceMinimum (au)","V relative(km/s)","V infinity(km/s)","H(mag)","Diameter","Rarity"
"(2025 GL1)","2025-Apr-18 13:25 ±    00:09","0.04452","0.04331","16.32","16.32","23.4","55 m -  120 m","0"
"(2025 HQ3)","2025-Apr-18 14:07 ±    00:02","0.04469","0.04458","3.20","3.18","26.8","12 m -   26 m","0"
"(2025 FT5)","2025-Apr-18 15:10 ±    00:02","0.05213","0.05186","4.32","4.31","25.3","23 m -   51 m","0"
"(2025 HA5)","2025-Apr-18 21:31 ±    02:02","0.00849","0.00839","12.77","12.75","26.5","13 m -   30 m","0"
"(2025 HP5)","2025-Apr-19 04:49 ±    00:02","0.07930","0.07842","9.20","9.20","23.9","45 m -  100 m","0"
"(2025 HB)","2025-Apr-19 05:12 ± < 00:01","0.00396","0.00396","6.14","6.03","27.7","7.6 m -   17 m","0"
"(2025 HG)","2025-Apr-19 06:52 ± < 00:01","0.00442","0.00441","12.53","12.49","26.6","13 m -   28 m","0"
"(2025 HO)","2025-Apr-19 10:35 ± < 00:01","0.00125","0.00125","11.48","11.29","29.3","3.6 m -  8.1 m","0"
"(2025 FY22)","2025-Apr-19 12:32 ± < 00:01","0.02415","0.02407","9.18","9.17","25.2","24 m -   54 m","0"
"(2025 HB1)","2025-Apr-19 13:23 ± < 00:01","0.03647","0.03639","11.03","11.03","24.2","38 m -   84 m","0"
